0.000000000000000000e+00,0.000000000000000000e+00,9.687500000000000000e-01,1.601975032333569082e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.843750000000000000e-01,1.601975032333569082e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.921875000000000000e-01,1.601975032333569082e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.960937500000000000e-01,1.601975032333569082e-02
0.000000000000000000e+00,5.000000000000000000e-01,9.980468750000000000e-01,1.601975032333569082e-02
1.348715843068175324e-01,8.260864593812505818e-02,4.614014132032185911e-01,3.662721839781395757e-03
1.430918750077252166e-01,4.764691260230199260e-02,4.770264132032185911e-01,3.662721839781395757e-03
1.564490826947440849e-01,4.017205761878635956e-02,4.848389132032186466e-01,3.662721839781395757e-03
1.445979174405067624e-01,2.717293431910297249e-02,4.887451632032186466e-01,3.662721839781395757e-03
1.420489237964389639e-01,2.025771697892616088e-02,4.906982882032186466e-01,3.662721839781395757e-03
1.128975988670961883e-01,6.801870617328865942e-02,3.101760588955326803e-01,3.349667148218071246e-03
1.036082622853631008e-01,4.823438517479348986e-02,3.258010588955326248e-01,3.349667148218071246e-03
1.107586860141766688e-01,2.791339362662114548e-02,3.336135588955326248e-01,3.349667148218071246e-03
1.129435377090919207e-01,2.031342825465084004e-02,3.375198088955326248e-01,3.349667148218071246e-03
1.161546076243461512e-01,1.737123305698469802e-02,3.394729338955326248e-01,3.349667148218071246e-03
1.039989828261825844e-01,6.085225002027533359e-02,2.335343420709219131e-01,2.418710984828890877e-03
1.042491141078054212e-01,4.075828322816042737e-02,2.491593420709219131e-01,2.418710984828890877e-03
9.304175732515934660e-02,3.038072183897394529e-02,2.569718420709219409e-01,2.418710984828890877e-03
9.569006240990511614e-02,2.094425036949775984e-02,2.608780920709219409e-01,2.418710984828890877e-03
9.545833571498986425e-02,1.491837532583902351e-02,2.628312170709219409e-01,2.418710984828890877e-03
8.364402882549633322e-02,5.078913403604815024e-02,1.807866097457355437e-01,3.386292365438923428e-03
7.281522214101666945e-02,3.651444835398017646e-02,1.963087072961659518e-01,3.386292365438923428e-03
7.684613071800187878e-02,3.179753252447622275e-02,2.041212072961659518e-01,3.386292365438923428e-03
8.183572000803034097e-02,2.155632327250478139e-02,2.080274572961659518e-01,3.386292365438923428e-03
7.653910983853878802e-02,1.183338598735902622e-02,2.099805822961659518e-01,3.386292365438923428e-03
